Genero,Edad,Ubicacion,Tipo_Escuela,Transporte_a_la_Escuela,Privada,Area_de_la_Carrera,Promedio_Inicial,Promedio_Medio,Promedio_Final,Horas_Estudio_Semanal,Otra_Carrera_Previa,Nivel_Ingresos_Rango,Trabaja,Apoyo_Economico,Foraneo_o_Local,Con_quien_vive,Estado_Civil,Discapacidad,Problemas_Socioeconomicos,Horas_Sueño,Nivel_Estres_Percibido,Recibio_Orientacion_Vocacional,Razon_Principal_Eleccion_Carrera,Problemas_Familiares,Problemas_Psicologicos,Habilidades,Nivel_de_Satisfaccion,Hobbies,Amigos_Cercanos,Satisfaccion_Carrera,Motivo_eleccion_carrera,Expectativas_cumplidas,Deserto,Motivo_de_Desercion,Año_de_Desercion
Femenino,18,Urbana,Publica,18,Si,Ciencias Sociales,81,71,70,15,Si,<5k,No,Padres,Foraneo,Familia,Casado,Ninguna,Si,7,6,No,Prestigio,No,No,Alta,7,Arte,4,8,Vocación,No,No,No Aplica,0
Masculino,22,Rural,Publica,26,Si,Ciencias Naturales,87,82,79,16,No,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,4,5,No,Sueldo,Si,Si,Media,4,Tecnología,4,6,Influencia Familiar,Si,No,No Aplica,0
Femenino,20,Rural,Publica,22,No,Ingenieria,90,79,75,14,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,12,3,No,Sueldo,No,Si,Baja,5,Arte,4,7,Vocación,No,No,No Aplica,0
Femenino,20,Rural,Privada,36,Si,Ingenieria,96,74,64,6,No,10k-20k,No,Padres,Local,Familia,Soltero,Ninguna,No,8,4,No,Sueldo,Si,No,Media,7,Arte,0,8,Cercanía,Si,Si,Problemas Académicos,7
Femenino,19,Urbana,Publica,24,Si,Ciencias Sociales,90,67,69,8,No,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,6,3,Si,Demanda Laboral,No,Si,Baja,6,Lectura,5,6,Influencia Familiar,No,Si,Problemas Académicos,7
Femenino,23,Urbana,Publica,15,Si,Ciencias Sociales,86,72,64,12,No,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,No,6,7,No,Demanda Laboral,Si,No,Baja,4,Deportes,4,7,Renta Económica,Si,Si,Problemas Académicos,4
Femenino,18,Rural,Publica,42,No,Humanidades,72,70,76,10,No,5k-10k,No,Otro,Foraneo,Otros,Casado,Ninguna,No,7,4,No,Amigos/Familia,Si,No,Baja,8,Viajar,5,6,Cercanía,No,Si,Problemas Académicos,4
Femenino,21,Urbana,Publica,39,No,Ciencias Naturales,61,83,72,16,Si,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,8,5,No,Sueldo,Si,Si,Media,6,Viajar,4,6,Cercanía,Si,No,No Aplica,0
Masculino,22,Urbana,Privada,35,No,Ciencias Sociales,102,70,98,20,Si,>20k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,7,6,Si,Prestigio,Si,Si,Media,7,Lectura,2,10,Influencia Familiar,Si,Si,Otros,8
Femenino,22,Urbana,Publica,21,Si,Ingenieria,71,82,68,16,No,<5k,Si,Padres,Local,Amigos,Divorciado,Ninguna,Si,5,7,Si,Sueldo,Si,Si,Baja,8,Viajar,6,7,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Rural,Publica,16,No,Humanidades,96,69,62,17,Si,10k-20k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,10,2,Si,Sueldo,No,No,Baja,9,Arte,5,9,Cercanía,Si,No,No Aplica,0
Masculino,21,Urbana,Publica,33,Si,Humanidades,81,73,62,18,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,4,5,Si,Sueldo,Si,Si,Media,5,Tecnología,6,5,Influencia Familiar,No,No,No Aplica,0
Femenino,22,Urbana,Publica,21,No,Ciencias Naturales,85,84,76,15,Si,<5k,No,Padres,Local,Otros,Casado,Ninguna,No,8,5,No,Demanda Laboral,No,No,Alta,9,Arte,6,4,Renta Económica,No,No,No Aplica,0
Masculino,23,Rural,Privada,40,No,Humanidades,80,84,71,25,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,6,No,Sueldo,No,No,Alta,8,Lectura,3,8,Vocación,No,No,No Aplica,0
Femenino,21,Urbana,Publica,25,No,Humanidades,75,87,81,11,Si,<5k,No,Beca,Foraneo,Amigos,Casado,Ninguna,Si,5,10,No,Demanda Laboral,Si,No,Baja,9,Lectura,6,6,Influencia Familiar,No,Si,Problemas Familiares,5
Masculino,22,Urbana,Privada,37,Si,Ingenieria,78,70,73,17,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,5,4,No,Sueldo,Si,Si,Baja,9,Viajar,4,7,Influencia Familiar,No,No,No Aplica,0
Masculino,18,Urbana,Publica,40,Si,Ciencias Naturales,71,94,56,11,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,3,Si,Prestigio,No,No,Baja,8,Deportes,4,7,Cercanía,No,Si,Problemas Económicos,1
Femenino,22,Urbana,Privada,13,No,Humanidades,70,88,84,18,Si,5k-10k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,6,6,No,Amigos/Familia,Si,Si,Baja,7,Deportes,4,7,Prestigio,No,No,No Aplica,0
Femenino,18,Urbana,Publica,15,Si,Arte,97,83,75,14,Si,<5k,No,Otro,Local,Amigos,Soltero,Visual,Si,4,4,No,Prestigio,No,Si,Media,9,Lectura,7,6,Vocación,Si,No,No Aplica,0
Masculino,18,Rural,Publica,22,No,Ciencias Naturales,78,59,64,14,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,6,4,Si,Amigos/Familia,Si,Si,Baja,9,Viajar,6,6,Influencia Familiar,No,Si,Problemas Académicos,3
Masculino,22,Urbana,Publica,32,Si,Ciencias Naturales,79,76,79,17,Si,10k-20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,3,No,Demanda Laboral,Si,No,Alta,3,Tecnología,1,9,Renta Económica,No,No,No Aplica,0
Femenino,18,Urbana,Privada,27,No,Ciencias Sociales,71,81,70,13,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,5,No,Gusto Personal,Si,No,Media,5,Arte,2,2,Cercanía,Si,Si,Problemas Familiares,5
Femenino,21,Rural,Publica,44,Si,Arte,87,86,72,9,No,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,5,1,Si,Prestigio,Si,No,Media,2,Lectura,3,7,Cercanía,No,Si,Otros,2
Masculino,23,Rural,Publica,30,Si,Ingenieria,91,75,61,16,Si,10k-20k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,7,Si,Sueldo,Si,Si,Media,10,Deportes,5,5,Prestigio,No,Si,Problemas Económicos,3
Femenino,22,Urbana,Privada,28,No,Ciencias Sociales,65,78,65,20,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,8,5,No,Gusto Personal,Si,No,Alta,8,Tecnología,4,6,Prestigio,Si,No,No Aplica,0
Femenino,22,Urbana,Privada,20,No,Arte,85,71,67,17,Si,<5k,No,Beca,Local,Amigos,Soltero,Ninguna,No,4,4,Si,Prestigio,No,No,Media,6,Lectura,8,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,17,Urbana,Privada,19,No,Ingenieria,77,80,60,19,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,4,7,Si,Prestigio,Si,No,Baja,7,Deportes,6,9,Influencia Familiar,Si,Si,Problemas Económicos,1
Masculino,19,Rural,Privada,21,No,Ciencias Naturales,94,78,71,12,Si,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,8,5,Si,Amigos/Familia,No,Si,Baja,8,Arte,5,8,Prestigio,Si,Si,Cambio de Carrera,5
Masculino,21,Urbana,Publica,35,Si,Ciencias Naturales,85,78,74,16,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,6,3,Si,Gusto Personal,Si,No,Media,7,Arte,4,5,Cercanía,No,No,No Aplica,0
Femenino,20,Rural,Privada,41,No,Ciencias Sociales,69,69,81,24,No,<5k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,5,5,Si,Demanda Laboral,No,No,Media,8,Arte,3,6,Renta Económica,No,No,No Aplica,0
Masculino,20,Urbana,Publica,40,Si,Ciencias Sociales,87,76,54,17,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,7,5,No,Gusto Personal,Si,No,Alta,8,Deportes,5,8,Vocación,No,No,No Aplica,0
Femenino,22,Rural,Privada,16,Si,Humanidades,63,83,87,11,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,5,No,Gusto Personal,No,Si,Baja,5,Arte,4,6,Renta Económica,Si,No,No Aplica,0
Femenino,21,Urbana,Publica,22,Si,Ciencias Sociales,102,62,69,10,No,10k-20k,No,Padres,Local,Familia,Divorciado,Ninguna,No,8,7,Si,Demanda Laboral,No,Si,Baja,7,Viajar,4,6,Vocación,No,Si,Problemas Económicos,8
Femenino,19,Rural,Privada,38,No,Humanidades,85,86,61,17,No,>20k,Si,Beca,Local,Solo,Soltero,Ninguna,No,6,4,Si,Demanda Laboral,No,No,Alta,6,Viajar,5,8,Cercanía,Si,Si,Problemas Familiares,3
Masculino,17,Urbana,Publica,37,Si,Ciencias Naturales,74,81,64,13,No,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,8,7,No,Amigos/Familia,Si,No,Media,9,Lectura,6,6,Vocación,Si,No,No Aplica,0
Masculino,17,Rural,Publica,37,Si,Ciencias Naturales,76,80,80,27,No,5k-10k,No,Padres,Local,Familia,Soltero,Ninguna,Si,7,6,Si,Prestigio,No,No,Media,11,Lectura,7,6,Vocación,Si,No,No Aplica,0
Masculino,18,Urbana,Privada,46,No,Ciencias Sociales,73,70,71,8,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,5,6,Si,Gusto Personal,Si,No,Alta,10,Viajar,4,5,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Urbana,Publica,27,Si,Ciencias Sociales,84,79,69,19,Si,5k-10k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,7,6,No,Prestigio,Si,No,Media,9,Tecnología,2,10,Cercanía,No,No,No Aplica,0
Femenino,18,Urbana,Privada,13,No,Humanidades,85,85,63,13,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,5,Si,Sueldo,Si,No,Alta,7,Arte,4,4,Renta Económica,Si,No,No Aplica,0
Femenino,17,Rural,Privada,27,Si,Ciencias Naturales,108,84,69,18,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,5,3,Si,Gusto Personal,No,Si,Alta,7,Tecnología,5,8,Influencia Familiar,No,No,No Aplica,0
Femenino,18,Rural,Publica,49,No,Arte,80,86,53,18,No,10k-20k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,5,5,No,Gusto Personal,Si,Si,Media,5,Viajar,4,7,Prestigio,Si,Si,Cambio de Carrera,4
Femenino,17,Rural,Publica,16,Si,Ciencias Naturales,72,93,71,22,No,5k-10k,No,Otro,Local,Amigos,Casado,Ninguna,No,3,5,No,Amigos/Familia,No,Si,Alta,8,Arte,6,2,Vocación,No,Si,Cambio de Carrera,2
Masculino,20,Urbana,Publica,36,Si,Ciencias Naturales,87,72,54,17,No,10k-20k,No,Beca,Foraneo,Otros,Casado,Ninguna,No,6,9,No,Sueldo,Si,Si,Alta,8,Viajar,5,5,Prestigio,Si,No,No Aplica,0
Masculino,20,Urbana,Privada,21,No,Ingenieria,102,69,62,8,Si,<5k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,5,6,No,Sueldo,No,Si,Media,10,Tecnología,5,2,Influencia Familiar,Si,No,No Aplica,0
Masculino,19,Rural,Privada,23,Si,Arte,82,53,61,10,Si,5k-10k,No,Otro,Local,Solo,Divorciado,Ninguna,No,6,4,Si,Gusto Personal,Si,No,Alta,4,Lectura,2,7,Prestigio,Si,No,No Aplica,0
Masculino,17,Urbana,Publica,38,No,Ingenieria,89,81,73,15,Si,<5k,No,Otro,Foraneo,Amigos,Casado,Ninguna,Si,7,2,Si,Prestigio,No,No,Media,7,Viajar,1,6,Prestigio,No,No,No Aplica,0
Femenino,20,Urbana,Privada,26,No,Arte,81,72,64,23,Si,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,No,7,2,No,Demanda Laboral,No,Si,Baja,10,Deportes,3,12,Prestigio,Si,No,No Aplica,0
Masculino,22,Urbana,Privada,46,No,Arte,66,80,72,17,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Visual,Si,7,6,Si,Demanda Laboral,Si,Si,Alta,9,Deportes,2,6,Renta Económica,No,Si,Otros,1
Masculino,21,Urbana,Publica,45,No,Ciencias Naturales,81,87,67,10,Si,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,No,6,6,No,Amigos/Familia,Si,Si,Baja,4,Viajar,7,3,Vocación,Si,No,No Aplica,0
Masculino,21,Urbana,Privada,34,Si,Ciencias Naturales,84,60,71,18,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,5,5,No,Prestigio,Si,No,Alta,6,Lectura,6,6,Vocación,No,Si,Problemas Económicos,5
Femenino,21,Rural,Publica,38,No,Arte,79,55,71,7,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,5,7,No,Sueldo,No,No,Alta,7,Arte,6,8,Prestigio,No,Si,Otros,6
Femenino,19,Rural,Privada,29,No,Ingenieria,78,75,64,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,7,4,Si,Amigos/Familia,No,Si,Baja,6,Arte,4,9,Renta Económica,Si,No,No Aplica,0
Femenino,22,Rural,Privada,24,No,Ingenieria,78,77,83,10,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,9,No,Amigos/Familia,Si,No,Media,6,Arte,4,6,Prestigio,Si,No,No Aplica,0
Femenino,24,Urbana,Publica,27,No,Ciencias Naturales,82,71,99,15,Si,<5k,Si,Padres,Foraneo,Solo,Divorciado,Ninguna,No,5,6,No,Amigos/Familia,Si,Si,Baja,7,Deportes,4,9,Prestigio,No,Si,Otros,2
Femenino,19,Rural,Publica,21,No,Arte,74,78,84,18,Si,>20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,4,5,No,Prestigio,No,No,Media,8,Tecnología,8,6,Renta Económica,No,No,No Aplica,0
Masculino,20,Rural,Privada,52,Si,Ciencias Naturales,76,93,68,19,No,5k-10k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,6,6,Si,Demanda Laboral,Si,No,Media,8,Deportes,6,11,Vocación,Si,Si,Problemas Familiares,7
Femenino,19,Urbana,Publica,28,Si,Ciencias Naturales,86,77,68,17,Si,5k-10k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,5,8,Si,Amigos/Familia,No,No,Media,8,Tecnología,6,6,Influencia Familiar,No,Si,Cambio de Carrera,1
Masculino,20,Rural,Publica,28,No,Ciencias Naturales,73,75,59,9,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,9,2,No,Sueldo,No,Si,Alta,6,Viajar,-1,7,Cercanía,Si,Si,Problemas Familiares,2
Masculino,16,Rural,Publica,17,Si,Ciencias Naturales,88,83,75,15,Si,10k-20k,Si,Otro,Local,Amigos,Soltero,Visual,Si,7,8,Si,Amigos/Familia,No,No,Baja,7,Arte,4,8,Cercanía,No,No,No Aplica,0
Masculino,20,Urbana,Publica,28,Si,Arte,69,62,67,20,Si,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,6,3,Si,Amigos/Familia,No,Si,Baja,7,Arte,6,9,Renta Económica,No,No,No Aplica,0
Femenino,21,Rural,Publica,30,No,Ciencias Naturales,72,73,72,7,Si,>20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,5,5,Si,Demanda Laboral,Si,Si,Media,7,Viajar,3,6,Vocación,Si,No,No Aplica,0
Femenino,20,Rural,Publica,23,Si,Humanidades,84,73,82,15,No,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,4,4,Si,Demanda Laboral,No,Si,Alta,5,Tecnología,5,8,Prestigio,No,No,No Aplica,0
Femenino,20,Rural,Publica,22,Si,Ciencias Naturales,66,89,73,19,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,6,6,No,Sueldo,Si,Si,Baja,3,Tecnología,5,8,Vocación,Si,No,No Aplica,0
Femenino,19,Rural,Privada,30,No,Humanidades,64,71,76,16,No,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,7,3,No,Prestigio,Si,Si,Baja,6,Deportes,4,9,Vocación,Si,Si,Problemas Académicos,1
Masculino,19,Rural,Publica,42,Si,Ciencias Naturales,76,47,59,20,No,<5k,No,Padres,Foraneo,Otros,Soltero,Visual,Si,5,5,Si,Gusto Personal,Si,No,Alta,8,Lectura,7,8,Vocación,Si,No,No Aplica,0
Femenino,22,Urbana,Publica,31,No,Arte,59,91,72,9,Si,>20k,No,Padres,Local,Solo,Soltero,Auditiva,Si,6,3,No,Gusto Personal,Si,Si,Alta,4,Tecnología,9,10,Vocación,Si,Si,Otros,3
Femenino,21,Urbana,Publica,26,No,Humanidades,89,59,79,18,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,8,1,Si,Sueldo,Si,Si,Media,9,Deportes,6,4,Vocación,No,No,No Aplica,0
Masculino,20,Rural,Privada,26,Si,Ciencias Sociales,86,68,57,13,No,10k-20k,No,Padres,Local,Otros,Casado,Visual,No,7,6,No,Prestigio,No,No,Baja,9,Viajar,1,9,Influencia Familiar,Si,No,No Aplica,0
Femenino,21,Urbana,Privada,27,Si,Ingenieria,89,65,66,19,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,6,7,Si,Demanda Laboral,No,Si,Media,8,Deportes,6,5,Cercanía,Si,No,No Aplica,0
Femenino,19,Urbana,Publica,23,No,Ingenieria,97,73,66,9,Si,<5k,No,Trabajo Propio,Local,Solo,Casado,Ninguna,No,4,4,Si,Prestigio,No,Si,Media,7,Lectura,8,8,Influencia Familiar,No,No,No Aplica,0
Femenino,19,Rural,Privada,37,No,Humanidades,86,73,84,19,No,10k-20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,6,No,Sueldo,No,Si,Media,7,Viajar,3,6,Renta Económica,No,Si,Problemas Familiares,1
Masculino,22,Rural,Publica,31,No,Humanidades,72,78,66,13,Si,5k-10k,Si,Beca,Local,Otros,Soltero,Ninguna,No,10,8,No,Sueldo,Si,Si,Media,5,Lectura,4,6,Cercanía,Si,Si,Otros,7
Femenino,22,Rural,Publica,21,Si,Humanidades,78,74,44,26,Si,10k-20k,Si,Otro,Local,Familia,Soltero,Ninguna,No,5,8,No,Amigos/Familia,Si,No,Alta,6,Lectura,8,6,Prestigio,Si,No,No Aplica,0
Femenino,19,Urbana,Publica,41,Si,Humanidades,74,63,68,15,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,8,6,Si,Demanda Laboral,Si,No,Alta,9,Lectura,2,6,Renta Económica,Si,Si,Problemas Familiares,7
Masculino,20,Rural,Privada,25,No,Ciencias Naturales,79,52,52,16,Si,>20k,Si,Padres,Local,Otros,Divorciado,Ninguna,No,7,7,No,Gusto Personal,Si,No,Baja,3,Deportes,8,6,Vocación,No,Si,Otros,7
Masculino,21,Rural,Publica,25,No,Humanidades,82,89,84,13,Si,10k-20k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,4,3,Si,Demanda Laboral,No,Si,Media,6,Viajar,6,10,Renta Económica,Si,No,No Aplica,0
Masculino,18,Rural,Publica,29,Si,Arte,78,76,66,12,Si,10k-20k,Si,Otro,Foraneo,Familia,Casado,Ninguna,No,5,5,Si,Demanda Laboral,Si,No,Media,9,Deportes,6,8,Prestigio,Si,No,No Aplica,0
Femenino,18,Rural,Publica,39,Si,Ciencias Sociales,64,76,60,11,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,4,3,Si,Prestigio,Si,Si,Media,5,Lectura,8,5,Renta Económica,No,Si,Cambio de Carrera,6
Masculino,23,Urbana,Publica,42,Si,Ingenieria,77,68,80,15,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,7,3,No,Demanda Laboral,No,Si,Baja,12,Deportes,6,11,Cercanía,Si,No,No Aplica,0
Masculino,20,Urbana,Publica,15,Si,Arte,92,59,68,16,No,5k-10k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,5,4,No,Gusto Personal,Si,Si,Baja,6,Viajar,5,3,Vocación,No,Si,Otros,5
Masculino,23,Rural,Publica,25,No,Ingenieria,80,94,53,24,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,6,6,Si,Amigos/Familia,Si,No,Baja,7,Tecnología,6,8,Prestigio,No,Si,Problemas Económicos,3
Femenino,20,Rural,Privada,38,Si,Humanidades,75,68,73,16,No,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,5,5,No,Demanda Laboral,No,No,Alta,7,Arte,7,8,Influencia Familiar,No,Si,Problemas Económicos,3
Femenino,21,Rural,Privada,33,No,Ciencias Naturales,59,68,73,6,Si,10k-20k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,4,No,Gusto Personal,No,No,Baja,6,Viajar,5,7,Influencia Familiar,Si,Si,Problemas Académicos,6
Masculino,19,Urbana,Privada,37,Si,Ciencias Naturales,66,69,67,14,Si,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,6,7,No,Prestigio,Si,No,Media,7,Arte,5,8,Prestigio,No,Si,Problemas Académicos,5
Masculino,22,Rural,Privada,13,No,Arte,68,62,76,28,Si,10k-20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,Si,10,9,No,Gusto Personal,Si,No,Alta,8,Tecnología,7,8,Cercanía,Si,Si,Problemas Económicos,1
Masculino,22,Rural,Publica,28,Si,Humanidades,79,67,76,11,Si,10k-20k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,6,4,Si,Gusto Personal,Si,Si,Media,10,Deportes,6,8,Vocación,No,Si,Otros,8
Femenino,22,Urbana,Privada,44,No,Humanidades,86,66,81,11,No,<5k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,4,6,No,Sueldo,No,Si,Media,10,Deportes,5,4,Influencia Familiar,No,Si,Cambio de Carrera,7
Femenino,24,Urbana,Publica,10,No,Ciencias Naturales,88,59,70,19,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,8,8,No,Amigos/Familia,No,Si,Media,5,Viajar,5,1,Prestigio,No,No,No Aplica,0
Masculino,20,Rural,Privada,30,Si,Ciencias Sociales,86,78,79,3,Si,5k-10k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,3,5,No,Amigos/Familia,Si,Si,Alta,5,Arte,6,6,Prestigio,No,No,No Aplica,0
Masculino,21,Urbana,Privada,32,Si,Ciencias Naturales,71,68,71,16,Si,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,7,7,Si,Gusto Personal,Si,Si,Alta,8,Viajar,6,8,Vocación,No,No,No Aplica,0
Masculino,20,Urbana,Privada,26,No,Ingenieria,78,76,59,15,Si,5k-10k,Si,Padres,Local,Otros,Casado,Ninguna,Si,8,6,Si,Sueldo,No,No,Baja,8,Tecnología,5,8,Prestigio,Si,No,No Aplica,0
Masculino,19,Urbana,Publica,19,Si,Arte,67,97,66,14,Si,>20k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,No,5,3,Si,Sueldo,Si,Si,Alta,11,Tecnología,7,9,Vocación,No,No,No Aplica,0
Masculino,19,Rural,Publica,26,Si,Arte,93,71,74,15,Si,5k-10k,No,Padres,Foraneo,Amigos,Soltero,Auditiva,Si,7,4,Si,Gusto Personal,Si,No,Media,8,Arte,5,8,Influencia Familiar,No,No,No Aplica,0
Femenino,21,Urbana,Privada,33,Si,Ingenieria,83,66,64,17,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,7,5,Si,Gusto Personal,No,No,Baja,7,Arte,4,8,Vocación,Si,Si,Problemas Familiares,3
Femenino,21,Rural,Privada,32,Si,Ciencias Sociales,78,71,64,18,Si,10k-20k,No,Beca,Local,Familia,Casado,Ninguna,No,7,8,Si,Amigos/Familia,Si,No,Media,8,Lectura,5,6,Influencia Familiar,No,No,No Aplica,0
Masculino,24,Rural,Publica,35,No,Ciencias Sociales,78,87,72,7,No,<5k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,7,6,No,Gusto Personal,Si,No,Baja,7,Arte,7,4,Influencia Familiar,No,No,No Aplica,0
Femenino,20,Rural,Publica,15,Si,Humanidades,75,86,83,27,Si,>20k,Si,Padres,Local,Otros,Casado,Motriz,No,6,5,No,Sueldo,Si,Si,Media,9,Lectura,5,3,Vocación,No,No,No Aplica,0
Femenino,18,Urbana,Publica,33,Si,Ciencias Sociales,74,75,78,16,No,5k-10k,Si,Otro,Foraneo,Otros,Soltero,Motriz,Si,8,4,No,Prestigio,Si,No,Media,7,Deportes,5,7,Influencia Familiar,Si,No,No Aplica,0
Masculino,21,Rural,Privada,33,No,Humanidades,72,79,54,16,No,5k-10k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,Si,8,2,No,Sueldo,Si,No,Media,9,Arte,4,6,Influencia Familiar,No,No,No Aplica,0
Masculino,20,Urbana,Publica,20,Si,Ingenieria,81,75,75,20,Si,<5k,Si,Padres,Foraneo,Amigos,Casado,Ninguna,No,5,3,Si,Amigos/Familia,Si,Si,Media,6,Arte,4,8,Renta Económica,Si,No,No Aplica,0
Masculino,20,Rural,Publica,24,Si,Ciencias Sociales,86,83,76,11,No,5k-10k,No,Beca,Local,Familia,Divorciado,Ninguna,No,8,7,Si,Demanda Laboral,No,Si,Baja,7,Deportes,6,9,Vocación,Si,Si,Cambio de Carrera,6
Masculino,20,Rural,Privada,44,Si,Ciencias Naturales,71,99,72,10,Si,<5k,Si,Beca,Foraneo,Otros,Soltero,Visual,No,5,2,Si,Prestigio,No,Si,Media,8,Arte,6,10,Influencia Familiar,No,No,No Aplica,0
Masculino,22,Urbana,Publica,25,Si,Humanidades,91,64,42,17,No,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,6,5,No,Prestigio,No,Si,Media,7,Tecnología,7,7,Influencia Familiar,Si,No,No Aplica,0
Femenino,19,Rural,Privada,24,No,Humanidades,74,74,73,15,Si,10k-20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,5,4,No,Gusto Personal,Si,No,Alta,7,Viajar,7,8,Influencia Familiar,No,No,No Aplica,0
Femenino,21,Rural,Privada,4,No,Ciencias Naturales,95,65,66,23,No,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,8,7,Si,Sueldo,Si,Si,Alta,8,Arte,7,7,Prestigio,No,Si,Otros,4
Femenino,17,Urbana,Privada,16,No,Ciencias Naturales,94,87,68,25,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,9,1,Si,Prestigio,Si,Si,Alta,6,Arte,5,10,Cercanía,No,Si,Problemas Económicos,7
Masculino,21,Rural,Privada,40,No,Ingenieria,87,78,86,26,No,>20k,Si,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,7,7,No,Gusto Personal,No,Si,Media,9,Deportes,5,5,Cercanía,Si,No,No Aplica,0
