,genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
308,Masculino,0.3333333333333333,Rural,Publica,0.25925925925925924,Ciencias Naturales,0.6428571428571429,0.5094339622641509,0.5333333333333333,0.7419354838709677,No,5k-10k,Si,Beca,Local,Otros,Soltero,Ninguna,Si,0.3,0.8,No,Amigos/Familia,No,Si,0.8,Deportes,0.6363636363636364,Influencia Familiar,Si,No
309,Femenino,0.5555555555555556,Rural,Publica,0.42592592592592593,Ciencias Naturales,0.5892857142857143,0.6226415094339622,0.5333333333333333,0.3225806451612903,Si,10k-20k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.6,0.8,Si,Amigos/Familia,No,No,0.8,Lectura,0.5454545454545454,Cercanía,Si,No
310,Masculino,0.1111111111111111,Rural,Privada,0.42592592592592593,Arte,0.7142857142857143,0.5660377358490566,0.48333333333333334,0.7096774193548387,Si,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,0.3,0.4,No,Gusto Personal,No,No,0.4,Tecnología,0.6363636363636364,Influencia Familiar,Si,No
311,Femenino,0.0,Urbana,Publica,0.25925925925925924,Ciencias Sociales,0.6607142857142857,0.4528301886792453,0.5,0.4838709677419355,Si,<5k,No,Padres,Foraneo,Familia,Casado,Ninguna,Si,0.5,0.6,No,Prestigio,No,No,0.6,Arte,0.36363636363636365,Vocación,No,No
312,Masculino,0.4444444444444444,Rural,Publica,0.4074074074074074,Ciencias Naturales,0.7678571428571429,0.660377358490566,0.65,0.5161290322580645,No,<5k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,0.2,0.4,No,Sueldo,Si,Si,0.4,Tecnología,0.36363636363636365,Influencia Familiar,Si,No
313,Femenino,0.2222222222222222,Rural,Publica,0.3333333333333333,Ingenieria,0.8214285714285714,0.6037735849056604,0.5833333333333334,0.45161290322580644,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,1.0,0.4,No,Sueldo,No,Si,0.4,Arte,0.36363636363636365,Vocación,No,No
314,Femenino,0.2222222222222222,Rural,Privada,0.5925925925925926,Ingenieria,0.9285714285714286,0.5094339622641509,0.4,0.1935483870967742,No,10k-20k,No,Padres,Local,Familia,Soltero,Ninguna,No,0.6,0.6,No,Sueldo,Si,No,0.6,Arte,0.0,Cercanía,Si,Si
315,Femenino,0.1111111111111111,Urbana,Publica,0.37037037037037035,Ciencias Sociales,0.8214285714285714,0.37735849056603776,0.48333333333333334,0.25806451612903225,No,<5k,No,Otro,Local,Familia,Soltero,Ninguna,No,0.4,0.6,Si,Demanda Laboral,No,Si,0.6,Lectura,0.45454545454545453,Influencia Familiar,No,Si
316,Femenino,0.5555555555555556,Urbana,Publica,0.2037037037037037,Ciencias Sociales,0.75,0.4716981132075472,0.4,0.3870967741935484,No,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,No,0.4,0.4,No,Demanda Laboral,Si,No,0.4,Deportes,0.36363636363636365,Renta Económica,Si,Si
317,Femenino,0.0,Rural,Publica,0.7037037037037037,Humanidades,0.5,0.4339622641509434,0.6,0.3225806451612903,No,5k-10k,No,Otro,Foraneo,Otros,Casado,Ninguna,No,0.5,0.8,No,Amigos/Familia,Si,No,0.8,Viajar,0.45454545454545453,Cercanía,No,Si
318,Femenino,0.3333333333333333,Urbana,Publica,0.6481481481481481,Ciencias Naturales,0.30357142857142855,0.6792452830188679,0.5333333333333333,0.5161290322580645,Si,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,0.6,0.6,No,Sueldo,Si,Si,0.6,Viajar,0.36363636363636365,Cercanía,Si,No
319,Masculino,0.4444444444444444,Urbana,Privada,0.5740740740740741,Ciencias Sociales,1.0,0.4339622641509434,0.9666666666666667,0.6451612903225806,Si,>20k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,Si,0.5,0.6,Si,Prestigio,Si,Si,0.6,Lectura,0.18181818181818182,Influencia Familiar,Si,Si
320,Femenino,0.4444444444444444,Urbana,Publica,0.3148148148148148,Ingenieria,0.48214285714285715,0.660377358490566,0.4666666666666667,0.5161290322580645,No,<5k,Si,Padres,Local,Amigos,Divorciado,Ninguna,Si,0.3,0.8,Si,Sueldo,Si,Si,0.8,Viajar,0.5454545454545454,Influencia Familiar,No,No
321,Femenino,0.2222222222222222,Rural,Publica,0.2222222222222222,Humanidades,0.9285714285714286,0.41509433962264153,0.36666666666666664,0.5483870967741935,Si,10k-20k,Si,Padres,Local,Amigos,Soltero,Ninguna,No,0.8,0.8,Si,Sueldo,No,No,0.8,Arte,0.45454545454545453,Cercanía,Si,No
322,Masculino,0.3333333333333333,Urbana,Publica,0.5370370370370371,Humanidades,0.6607142857142857,0.49056603773584906,0.36666666666666664,0.5806451612903226,No,10k-20k,Si,Beca,Local,Otros,Soltero,Ninguna,No,0.2,0.4,Si,Sueldo,Si,Si,0.4,Tecnología,0.5454545454545454,Influencia Familiar,No,No
323,Femenino,0.4444444444444444,Urbana,Publica,0.3148148148148148,Ciencias Naturales,0.7321428571428571,0.6981132075471698,0.6,0.4838709677419355,Si,<5k,No,Padres,Local,Otros,Casado,Ninguna,No,0.6,0.8,No,Demanda Laboral,No,No,0.8,Arte,0.5454545454545454,Renta Económica,No,No
324,Masculino,0.5555555555555556,Rural,Privada,0.6666666666666666,Humanidades,0.6428571428571429,0.6981132075471698,0.5166666666666667,0.8064516129032258,Si,<5k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.8,No,Sueldo,No,No,0.8,Lectura,0.2727272727272727,Vocación,No,No
325,Femenino,0.3333333333333333,Urbana,Publica,0.3888888888888889,Humanidades,0.5535714285714286,0.7547169811320755,0.6833333333333333,0.3548387096774194,Si,<5k,No,Beca,Foraneo,Amigos,Casado,Ninguna,Si,0.3,0.8,No,Demanda Laboral,Si,No,0.8,Lectura,0.5454545454545454,Influencia Familiar,No,Si
326,Masculino,0.4444444444444444,Urbana,Privada,0.6111111111111112,Ingenieria,0.6071428571428571,0.4339622641509434,0.55,0.5483870967741935,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,0.3,0.8,No,Sueldo,Si,Si,0.8,Viajar,0.36363636363636365,Influencia Familiar,No,No
327,Masculino,0.0,Urbana,Publica,0.6666666666666666,Ciencias Naturales,0.48214285714285715,0.8867924528301887,0.26666666666666666,0.3548387096774194,No,<5k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.5,0.8,Si,Prestigio,No,No,0.8,Deportes,0.36363636363636365,Cercanía,No,Si
328,Femenino,0.4444444444444444,Urbana,Privada,0.16666666666666666,Humanidades,0.4642857142857143,0.7735849056603774,0.7333333333333333,0.5806451612903226,Si,5k-10k,No,Beca,Local,Amigos,Soltero,Ninguna,Si,0.4,0.6,No,Amigos/Familia,Si,Si,0.6,Deportes,0.36363636363636365,Prestigio,No,No
329,Femenino,0.0,Urbana,Publica,0.2037037037037037,Arte,0.9464285714285714,0.6792452830188679,0.5833333333333334,0.45161290322580644,Si,<5k,No,Otro,Local,Amigos,Soltero,Visual,Si,0.2,0.8,No,Prestigio,No,Si,0.8,Lectura,0.6363636363636364,Vocación,Si,No
330,Masculino,0.0,Rural,Publica,0.3333333333333333,Ciencias Naturales,0.6071428571428571,0.22641509433962265,0.4,0.45161290322580644,No,<5k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,0.4,0.8,Si,Amigos/Familia,Si,Si,0.8,Viajar,0.5454545454545454,Influencia Familiar,No,Si
331,Masculino,0.4444444444444444,Urbana,Publica,0.5185185185185185,Ciencias Naturales,0.625,0.5471698113207547,0.65,0.5483870967741935,Si,10k-20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.2,No,Demanda Laboral,Si,No,0.2,Tecnología,0.09090909090909091,Renta Económica,No,No
332,Femenino,0.0,Urbana,Privada,0.42592592592592593,Ciencias Sociales,0.48214285714285715,0.6415094339622641,0.5,0.41935483870967744,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,0.4,0.4,No,Gusto Personal,Si,No,0.4,Arte,0.18181818181818182,Cercanía,Si,Si
333,Femenino,0.3333333333333333,Rural,Publica,0.7407407407407407,Arte,0.7678571428571429,0.7358490566037735,0.5333333333333333,0.2903225806451613,No,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,Si,0.3,0.2,Si,Prestigio,Si,No,0.2,Lectura,0.2727272727272727,Cercanía,No,Si
334,Masculino,0.5555555555555556,Rural,Publica,0.48148148148148145,Ingenieria,0.8392857142857143,0.5283018867924528,0.35,0.5161290322580645,Si,10k-20k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,0.4,1.0,Si,Sueldo,Si,Si,1.0,Deportes,0.45454545454545453,Prestigio,No,Si
335,Femenino,0.4444444444444444,Urbana,Privada,0.4444444444444444,Ciencias Sociales,0.375,0.5849056603773585,0.4166666666666667,0.6451612903225806,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,Si,0.6,0.8,No,Gusto Personal,Si,No,0.8,Tecnología,0.36363636363636365,Prestigio,Si,No
336,Femenino,0.4444444444444444,Urbana,Privada,0.2962962962962963,Arte,0.7321428571428571,0.4528301886792453,0.45,0.5483870967741935,Si,<5k,No,Beca,Local,Amigos,Soltero,Ninguna,No,0.2,0.6,Si,Prestigio,No,No,0.6,Lectura,0.7272727272727273,Influencia Familiar,Si,No
337,Masculino,0.1111111111111111,Rural,Privada,0.3148148148148148,Ciencias Naturales,0.8928571428571429,0.5849056603773585,0.5166666666666667,0.3870967741935484,Si,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,0.6,0.8,Si,Amigos/Familia,No,Si,0.8,Arte,0.45454545454545453,Prestigio,Si,Si
338,Masculino,0.3333333333333333,Urbana,Publica,0.5740740740740741,Ciencias Naturales,0.7321428571428571,0.5849056603773585,0.5666666666666667,0.5161290322580645,Si,10k-20k,No,Beca,Local,Familia,Soltero,Ninguna,No,0.4,0.6,Si,Gusto Personal,Si,No,0.6,Arte,0.36363636363636365,Cercanía,No,No
339,Femenino,0.2222222222222222,Rural,Privada,0.6851851851851852,Ciencias Sociales,0.44642857142857145,0.41509433962264153,0.6833333333333333,0.7741935483870968,No,<5k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,0.3,0.8,Si,Demanda Laboral,No,No,0.8,Arte,0.2727272727272727,Renta Económica,No,No
340,Masculino,0.2222222222222222,Urbana,Publica,0.6666666666666666,Ciencias Sociales,0.7678571428571429,0.5471698113207547,0.23333333333333334,0.5483870967741935,Si,<5k,Si,Trabajo Propio,Foraneo,Otros,Casado,Ninguna,No,0.5,0.8,No,Gusto Personal,Si,No,0.8,Deportes,0.45454545454545453,Vocación,No,No
341,Femenino,0.4444444444444444,Rural,Privada,0.2222222222222222,Humanidades,0.3392857142857143,0.6792452830188679,0.7833333333333333,0.3548387096774194,Si,10k-20k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,0.6,0.4,No,Gusto Personal,No,Si,0.4,Arte,0.36363636363636365,Renta Económica,Si,No
342,Femenino,0.3333333333333333,Urbana,Publica,0.3333333333333333,Ciencias Sociales,1.0,0.2830188679245283,0.48333333333333334,0.3225806451612903,No,10k-20k,No,Padres,Local,Familia,Divorciado,Ninguna,No,0.6,0.6,Si,Demanda Laboral,No,Si,0.6,Viajar,0.36363636363636365,Vocación,No,Si
343,Femenino,0.1111111111111111,Rural,Privada,0.6296296296296297,Humanidades,0.7321428571428571,0.7358490566037735,0.35,0.5483870967741935,No,>20k,Si,Beca,Local,Solo,Soltero,Ninguna,No,0.4,0.6,Si,Demanda Laboral,No,No,0.6,Viajar,0.45454545454545453,Cercanía,Si,Si
344,Masculino,0.0,Urbana,Privada,0.7777777777777778,Ciencias Sociales,0.5178571428571429,0.4339622641509434,0.5166666666666667,0.25806451612903225,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Ninguna,Si,0.3,1.0,Si,Gusto Personal,Si,No,1.0,Viajar,0.36363636363636365,Influencia Familiar,No,No
345,Femenino,0.0,Urbana,Publica,0.42592592592592593,Ciencias Sociales,0.7142857142857143,0.6037735849056604,0.48333333333333334,0.6129032258064516,Si,5k-10k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.5,0.8,No,Prestigio,Si,No,0.8,Tecnología,0.18181818181818182,Cercanía,No,No
346,Femenino,0.0,Urbana,Privada,0.16666666666666666,Humanidades,0.7321428571428571,0.7169811320754716,0.38333333333333336,0.41935483870967744,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,0.3,0.6,Si,Sueldo,Si,No,0.6,Arte,0.36363636363636365,Renta Económica,Si,No
347,Femenino,0.0,Rural,Publica,0.8333333333333334,Arte,0.6428571428571429,0.7358490566037735,0.21666666666666667,0.5806451612903226,No,10k-20k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,No,0.3,0.4,No,Gusto Personal,Si,Si,0.4,Viajar,0.36363636363636365,Prestigio,Si,Si
348,Masculino,0.2222222222222222,Urbana,Publica,0.5925925925925926,Ciencias Naturales,0.7678571428571429,0.4716981132075472,0.23333333333333334,0.5483870967741935,No,10k-20k,No,Beca,Foraneo,Otros,Casado,Ninguna,No,0.4,0.8,No,Sueldo,Si,Si,0.8,Viajar,0.45454545454545453,Prestigio,Si,No
349,Masculino,0.2222222222222222,Urbana,Privada,0.3148148148148148,Ingenieria,1.0,0.41509433962264153,0.36666666666666664,0.25806451612903225,Si,<5k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,0.3,1.0,No,Sueldo,No,Si,1.0,Tecnología,0.45454545454545453,Influencia Familiar,Si,No
350,Masculino,0.1111111111111111,Rural,Privada,0.35185185185185186,Arte,0.6785714285714286,0.11320754716981132,0.35,0.3225806451612903,Si,5k-10k,No,Otro,Local,Solo,Divorciado,Ninguna,No,0.4,0.4,Si,Gusto Personal,Si,No,0.4,Lectura,0.18181818181818182,Prestigio,Si,No
351,Femenino,0.2222222222222222,Urbana,Privada,0.4074074074074074,Arte,0.6607142857142857,0.4716981132075472,0.4,0.7419354838709677,Si,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,No,0.5,1.0,No,Demanda Laboral,No,Si,1.0,Deportes,0.2727272727272727,Prestigio,Si,No
352,Masculino,0.4444444444444444,Urbana,Privada,0.7777777777777778,Arte,0.39285714285714285,0.6226415094339622,0.5333333333333333,0.5483870967741935,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Visual,Si,0.5,0.8,Si,Demanda Laboral,Si,Si,0.8,Deportes,0.18181818181818182,Renta Económica,No,Si
353,Masculino,0.3333333333333333,Urbana,Publica,0.7592592592592593,Ciencias Naturales,0.6607142857142857,0.7547169811320755,0.45,0.3225806451612903,Si,10k-20k,No,Beca,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.4,No,Amigos/Familia,Si,Si,0.4,Viajar,0.6363636363636364,Vocación,Si,No
354,Masculino,0.3333333333333333,Urbana,Privada,0.5555555555555556,Ciencias Naturales,0.7142857142857143,0.24528301886792453,0.5166666666666667,0.5806451612903226,No,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,0.3,0.6,No,Prestigio,Si,No,0.6,Lectura,0.5454545454545454,Vocación,No,Si
355,Femenino,0.3333333333333333,Rural,Publica,0.6296296296296297,Arte,0.625,0.1509433962264151,0.5166666666666667,0.22580645161290322,No,10k-20k,No,Beca,Local,Solo,Soltero,Ninguna,Si,0.3,0.6,No,Sueldo,No,No,0.6,Arte,0.5454545454545454,Prestigio,No,Si
356,Femenino,0.1111111111111111,Rural,Privada,0.46296296296296297,Ingenieria,0.6071428571428571,0.5283018867924528,0.4,0.4838709677419355,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,0.5,0.6,Si,Amigos/Familia,No,Si,0.6,Arte,0.36363636363636365,Renta Económica,Si,No
357,Femenino,0.4444444444444444,Rural,Privada,0.37037037037037035,Ingenieria,0.6071428571428571,0.5660377358490566,0.7166666666666667,0.3225806451612903,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,0.3,0.6,No,Amigos/Familia,Si,No,0.6,Arte,0.36363636363636365,Prestigio,Si,No
358,Femenino,0.6666666666666666,Urbana,Publica,0.42592592592592593,Ciencias Naturales,0.6785714285714286,0.4528301886792453,0.9833333333333333,0.4838709677419355,Si,<5k,Si,Padres,Foraneo,Solo,Divorciado,Ninguna,No,0.3,0.6,No,Amigos/Familia,Si,Si,0.6,Deportes,0.36363636363636365,Prestigio,No,Si
359,Femenino,0.1111111111111111,Rural,Publica,0.3148148148148148,Arte,0.5357142857142857,0.5849056603773585,0.7333333333333333,0.5806451612903226,Si,>20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.2,0.8,No,Prestigio,No,No,0.8,Tecnología,0.7272727272727273,Renta Económica,No,No
360,Masculino,0.2222222222222222,Rural,Privada,0.8888888888888888,Ciencias Naturales,0.5714285714285714,0.8679245283018868,0.4666666666666667,0.6129032258064516,No,5k-10k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,0.4,0.8,Si,Demanda Laboral,Si,No,0.8,Deportes,0.5454545454545454,Vocación,Si,Si
361,Femenino,0.1111111111111111,Urbana,Publica,0.4444444444444444,Ciencias Naturales,0.75,0.5660377358490566,0.4666666666666667,0.5483870967741935,Si,5k-10k,Si,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,0.3,0.8,Si,Amigos/Familia,No,No,0.8,Tecnología,0.5454545454545454,Influencia Familiar,No,Si
362,Masculino,0.2222222222222222,Rural,Publica,0.4444444444444444,Ciencias Naturales,0.5178571428571429,0.5283018867924528,0.31666666666666665,0.2903225806451613,No,10k-20k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,0.7,0.6,No,Sueldo,No,Si,0.6,Viajar,0.09090909090909091,Cercanía,Si,Si
363,Masculino,0.2222222222222222,Urbana,Publica,0.4444444444444444,Arte,0.44642857142857145,0.2830188679245283,0.45,0.6451612903225806,Si,5k-10k,Si,Beca,Local,Familia,Soltero,Ninguna,Si,0.4,0.6,Si,Amigos/Familia,No,Si,0.6,Arte,0.5454545454545454,Renta Económica,No,No
364,Femenino,0.3333333333333333,Rural,Publica,0.48148148148148145,Ciencias Naturales,0.5,0.49056603773584906,0.5333333333333333,0.22580645161290322,Si,>20k,No,Padres,Foraneo,Otros,Soltero,Ninguna,No,0.3,0.6,Si,Demanda Laboral,Si,Si,0.6,Viajar,0.2727272727272727,Vocación,Si,No
365,Femenino,0.2222222222222222,Rural,Publica,0.35185185185185186,Humanidades,0.7142857142857143,0.49056603773584906,0.7,0.4838709677419355,No,<5k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,0.2,0.4,Si,Demanda Laboral,No,Si,0.4,Tecnología,0.45454545454545453,Prestigio,No,No
366,Femenino,0.2222222222222222,Rural,Publica,0.3333333333333333,Ciencias Naturales,0.39285714285714285,0.7924528301886793,0.55,0.6129032258064516,Si,<5k,Si,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.2,No,Sueldo,Si,Si,0.2,Tecnología,0.45454545454545453,Vocación,Si,No
367,Femenino,0.1111111111111111,Rural,Privada,0.48148148148148145,Humanidades,0.35714285714285715,0.4528301886792453,0.6,0.5161290322580645,No,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,0.5,0.6,No,Prestigio,Si,Si,0.6,Deportes,0.36363636363636365,Vocación,Si,Si
368,Masculino,0.1111111111111111,Rural,Publica,0.7037037037037037,Ciencias Naturales,0.5714285714285714,0.0,0.31666666666666665,0.6451612903225806,No,<5k,No,Padres,Foraneo,Otros,Soltero,Visual,Si,0.3,0.8,Si,Gusto Personal,Si,No,0.8,Lectura,0.6363636363636364,Vocación,Si,No
369,Femenino,0.4444444444444444,Urbana,Publica,0.5,Arte,0.26785714285714285,0.8301886792452831,0.5333333333333333,0.2903225806451613,Si,>20k,No,Padres,Local,Solo,Soltero,Auditiva,Si,0.4,0.4,No,Gusto Personal,Si,Si,0.4,Tecnología,0.8181818181818182,Vocación,Si,Si
370,Femenino,0.3333333333333333,Urbana,Publica,0.4074074074074074,Humanidades,0.8035714285714286,0.22641509433962265,0.65,0.5806451612903226,No,5k-10k,No,Padres,Local,Familia,Casado,Ninguna,No,0.6,0.8,Si,Sueldo,Si,Si,0.8,Deportes,0.5454545454545454,Vocación,No,No
371,Masculino,0.2222222222222222,Rural,Privada,0.4074074074074074,Ciencias Sociales,0.75,0.39622641509433965,0.2833333333333333,0.41935483870967744,No,10k-20k,No,Padres,Local,Otros,Casado,Visual,No,0.5,0.8,No,Prestigio,No,No,0.8,Viajar,0.09090909090909091,Influencia Familiar,Si,No
372,Femenino,0.3333333333333333,Urbana,Privada,0.42592592592592593,Ingenieria,0.8035714285714286,0.33962264150943394,0.43333333333333335,0.6129032258064516,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,0.4,0.8,Si,Demanda Laboral,No,Si,0.8,Deportes,0.5454545454545454,Cercanía,Si,No
373,Femenino,0.1111111111111111,Urbana,Publica,0.35185185185185186,Ingenieria,0.9464285714285714,0.49056603773584906,0.43333333333333335,0.2903225806451613,Si,<5k,No,Trabajo Propio,Local,Solo,Casado,Ninguna,No,0.2,0.6,Si,Prestigio,No,Si,0.6,Lectura,0.7272727272727273,Influencia Familiar,No,No
374,Femenino,0.1111111111111111,Rural,Privada,0.6111111111111112,Humanidades,0.75,0.49056603773584906,0.7333333333333333,0.6129032258064516,No,10k-20k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,0.5,0.6,No,Sueldo,No,Si,0.6,Viajar,0.2727272727272727,Renta Económica,No,Si
375,Masculino,0.4444444444444444,Rural,Publica,0.5,Humanidades,0.5,0.5849056603773585,0.43333333333333335,0.41935483870967744,Si,5k-10k,Si,Beca,Local,Otros,Soltero,Ninguna,No,0.8,0.4,No,Sueldo,Si,Si,0.4,Lectura,0.36363636363636365,Cercanía,Si,Si
376,Femenino,0.4444444444444444,Rural,Publica,0.3148148148148148,Humanidades,0.6071428571428571,0.5094339622641509,0.06666666666666667,0.8387096774193549,Si,10k-20k,Si,Otro,Local,Familia,Soltero,Ninguna,No,0.3,0.6,No,Amigos/Familia,Si,No,0.6,Lectura,0.7272727272727273,Prestigio,Si,No
377,Femenino,0.1111111111111111,Urbana,Publica,0.6851851851851852,Humanidades,0.5357142857142857,0.3018867924528302,0.4666666666666667,0.4838709677419355,Si,5k-10k,No,Otro,Foraneo,Solo,Soltero,Ninguna,No,0.6,0.8,Si,Demanda Laboral,Si,No,0.8,Lectura,0.18181818181818182,Renta Económica,Si,Si
378,Masculino,0.2222222222222222,Rural,Privada,0.3888888888888889,Ciencias Naturales,0.625,0.09433962264150944,0.2,0.5161290322580645,Si,>20k,Si,Padres,Local,Otros,Divorciado,Ninguna,No,0.5,0.2,No,Gusto Personal,Si,No,0.2,Deportes,0.7272727272727273,Vocación,No,Si
379,Masculino,0.3333333333333333,Rural,Publica,0.3888888888888889,Humanidades,0.6785714285714286,0.7924528301886793,0.7333333333333333,0.41935483870967744,Si,10k-20k,Si,Trabajo Propio,Local,Amigos,Soltero,Ninguna,Si,0.2,0.6,Si,Demanda Laboral,No,Si,0.6,Viajar,0.5454545454545454,Renta Económica,Si,No
380,Masculino,0.0,Rural,Publica,0.46296296296296297,Arte,0.6071428571428571,0.5471698113207547,0.43333333333333335,0.3870967741935484,Si,10k-20k,Si,Otro,Foraneo,Familia,Casado,Ninguna,No,0.3,0.8,Si,Demanda Laboral,Si,No,0.8,Deportes,0.5454545454545454,Prestigio,Si,No
381,Femenino,0.0,Rural,Publica,0.6481481481481481,Ciencias Sociales,0.35714285714285715,0.5471698113207547,0.3333333333333333,0.3548387096774194,No,<5k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,Si,0.2,0.4,Si,Prestigio,Si,Si,0.4,Lectura,0.7272727272727273,Renta Económica,No,Si
382,Masculino,0.5555555555555556,Urbana,Publica,0.7037037037037037,Ingenieria,0.5892857142857143,0.39622641509433965,0.6666666666666666,0.4838709677419355,Si,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.5,1.0,No,Demanda Laboral,No,Si,1.0,Deportes,0.5454545454545454,Cercanía,Si,No
383,Masculino,0.2222222222222222,Urbana,Publica,0.2037037037037037,Arte,0.8571428571428571,0.22641509433962265,0.4666666666666667,0.5161290322580645,No,5k-10k,Si,Beca,Foraneo,Familia,Soltero,Ninguna,Si,0.3,0.6,No,Gusto Personal,Si,Si,0.6,Viajar,0.45454545454545453,Vocación,No,Si
384,Masculino,0.5555555555555556,Rural,Publica,0.3888888888888889,Ingenieria,0.6428571428571429,0.8867924528301887,0.21666666666666667,0.7741935483870968,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,0.4,0.6,Si,Amigos/Familia,Si,No,0.6,Tecnología,0.5454545454545454,Prestigio,No,Si
385,Femenino,0.2222222222222222,Rural,Privada,0.6296296296296297,Humanidades,0.5535714285714286,0.39622641509433965,0.55,0.5161290322580645,No,10k-20k,Si,Padres,Foraneo,Amigos,Soltero,Ninguna,No,0.3,0.6,No,Demanda Laboral,No,No,0.6,Arte,0.6363636363636364,Influencia Familiar,No,Si
