genero,edad,ubicacion,tipo_escuela,transporte_a_la_escuela,area_de_la_carrera,promedio_inicial,promedio_medio,promedio_final,horas_estudio_semanal,otra_carrera_previa,nivel_ingresos_rango,trabaja,apoyo_economico,foraneo_o_local,con_quien_vive,estado_civil,discapacidad,problemas_socioeconomicos,horas_sueño,nivel_estres_percibido,recibio_orientacion_vocacional,razon_principal_eleccion_carrera,problemas_familiares,problemas_psicologicos,nivel_de_satisfaccion,hobbies,amigos_cercanos,motivo_eleccion_carrera,expectativas_cumplidas,deserto
Femenino,19,Rural,Privada,29,Ingenieria,78,81,73,18,Si,5k-10k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,2,No,Sueldo,No,Si,4,Tecnología,6,Cercanía,Si,Si
Masculino,22,Rural,Privada,42,Ingenieria,99,86,65,12,Si,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,4,Si,Gusto Personal,No,Si,3,Lectura,4,Cercanía,No,No
Femenino,19,Rural,Privada,26,Ciencias Naturales,78,73,75,10,No,>20k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,6,4,No,Prestigio,Si,Si,4,Arte,8,Cercanía,No,Si
Masculino,23,Urbana,Privada,31,Ciencias Sociales,78,65,77,20,No,5k-10k,No,Trabajo Propio,Local,Otros,Casado,Ninguna,Si,3,2,No,Prestigio,No,No,1,Arte,5,Prestigio,No,No
Femenino,21,Urbana,Publica,30,Humanidades,93,81,51,7,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,5,2,No,Amigos/Familia,Si,No,2,Tecnología,6,Influencia Familiar,Si,Si
Masculino,22,Urbana,Privada,12,Ingenieria,91,72,85,19,Si,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,Si,5,3,No,Gusto Personal,No,Si,3,Lectura,7,Vocación,No,No
Femenino,19,Urbana,Privada,37,Ciencias Sociales,89,91,68,17,Si,>20k,Si,Beca,Local,Solo,Divorciado,Ninguna,Si,6,0,Si,Gusto Personal,No,No,1,Viajar,4,Influencia Familiar,No,Si
Femenino,21,Rural,Privada,37,Arte,100,78,70,18,Si,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,No,7,4,No,Amigos/Familia,No,Si,4,Deportes,0,Prestigio,No,No
Femenino,20,Urbana,Privada,26,Arte,81,63,73,11,No,10k-20k,No,Otro,Foraneo,Otros,Soltero,Motriz,Si,7,3,No,Gusto Personal,No,Si,4,Lectura,5,Renta Económica,Si,Si
Masculino,21,Rural,Privada,26,Ciencias Naturales,77,87,89,13,Si,5k-10k,No,Trabajo Propio,Local,Familia,Soltero,Ninguna,Si,3,2,Si,Prestigio,No,No,4,Tecnología,4,Cercanía,Si,No
Femenino,19,Rural,Publica,19,Arte,74,100,64,15,No,<5k,No,Beca,Local,Otros,Soltero,Ninguna,No,7,1,Si,Gusto Personal,Si,No,4,Arte,4,Prestigio,Si,No
Masculino,21,Rural,Publica,13,Arte,77,78,58,22,No,10k-20k,Si,Otro,Local,Solo,Soltero,Ninguna,Si,4,3,Si,Sueldo,Si,No,3,Viajar,4,Renta Económica,Si,No
Masculino,22,Rural,Publica,28,Arte,75,68,72,22,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,6,4,No,Demanda Laboral,Si,Si,2,Viajar,2,Vocación,No,No
Masculino,20,Rural,Publica,33,Ciencias Sociales,70,80,63,17,No,<5k,No,Otro,Foraneo,Solo,Soltero,Ninguna,Si,6,2,No,Demanda Laboral,No,Si,5,Lectura,9,Vocación,Si,Si
Femenino,26,Urbana,Publica,39,Humanidades,84,90,75,20,Si,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,2,No,Amigos/Familia,No,No,5,Lectura,2,Cercanía,Si,No
Femenino,20,Rural,Privada,28,Arte,84,55,59,15,No,<5k,No,Otro,Local,Amigos,Casado,Cognitiva,Si,5,3,No,Gusto Personal,Si,Si,5,Tecnología,0,Cercanía,No,No
Femenino,20,Urbana,Privada,15,Ciencias Naturales,83,75,68,9,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,2,Si,Gusto Personal,No,No,3,Deportes,6,Influencia Familiar,No,No
Masculino,22,Rural,Publica,30,Ingenieria,83,85,73,16,No,10k-20k,Si,Beca,Foraneo,Familia,Divorciado,Ninguna,No,8,2,Si,Prestigio,No,No,3,Lectura,8,Renta Económica,No,No
Masculino,21,Rural,Privada,36,Ciencias Sociales,87,82,52,10,Si,<5k,No,Beca,Local,Otros,Divorciado,Ninguna,Si,9,2,No,Sueldo,Si,No,3,Lectura,7,Renta Económica,No,No
Masculino,18,Rural,Publica,24,Ciencias Naturales,79,79,50,12,Si,5k-10k,No,Beca,Foraneo,Solo,Soltero,Ninguna,No,4,1,No,Demanda Laboral,No,No,4,Viajar,5,Renta Económica,No,Si
Femenino,22,Rural,Privada,24,Arte,76,77,74,9,Si,<5k,Si,Beca,Foraneo,Otros,Casado,Ninguna,No,4,2,Si,Demanda Laboral,No,Si,3,Viajar,4,Influencia Familiar,Si,No
Femenino,19,Urbana,Privada,7,Humanidades,76,96,70,16,No,5k-10k,No,Padres,Local,Otros,Soltero,Ninguna,No,5,2,Si,Amigos/Familia,No,Si,3,Tecnología,3,Influencia Familiar,No,Si
Femenino,25,Rural,Publica,47,Humanidades,56,72,55,22,No,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,Si,5,3,Si,Sueldo,No,Si,3,Lectura,8,Renta Económica,Si,Si
Masculino,19,Urbana,Publica,40,Arte,76,78,83,20,Si,<5k,Si,Padres,Local,Familia,Soltero,Motriz,No,4,2,Si,Demanda Laboral,Si,No,4,Deportes,4,Prestigio,Si,No
Femenino,19,Rural,Publica,32,Ciencias Sociales,81,77,74,12,Si,>20k,No,Beca,Foraneo,Solo,Casado,Ninguna,No,5,2,No,Prestigio,Si,Si,3,Viajar,7,Renta Económica,No,Si
Masculino,20,Urbana,Publica,19,Humanidades,85,84,85,19,No,5k-10k,No,Padres,Foraneo,Otros,Soltero,Cognitiva,No,6,3,Si,Demanda Laboral,Si,Si,4,Viajar,8,Influencia Familiar,Si,Si
Masculino,20,Rural,Publica,34,Ciencias Naturales,64,78,57,16,Si,10k-20k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,8,2,Si,Amigos/Familia,Si,No,4,Viajar,10,Prestigio,No,No
Femenino,19,Rural,Privada,26,Ingenieria,90,67,66,14,No,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,7,2,No,Prestigio,Si,No,3,Viajar,5,Cercanía,No,Si
Femenino,21,Rural,Publica,24,Humanidades,89,66,75,10,Si,<5k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,4,3,Si,Demanda Laboral,No,Si,4,Tecnología,5,Vocación,No,Si
Masculino,18,Rural,Publica,37,Humanidades,75,81,68,21,Si,>20k,No,Beca,Foraneo,Solo,Casado,Ninguna,Si,4,2,Si,Gusto Personal,No,Si,4,Tecnología,6,Vocación,No,No
Masculino,23,Rural,Publica,34,Ciencias Sociales,75,68,61,16,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,6,5,No,Prestigio,Si,No,2,Tecnología,6,Influencia Familiar,No,Si
Masculino,19,Rural,Privada,25,Ciencias Sociales,88,91,89,12,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,1,No,Amigos/Familia,Si,Si,4,Tecnología,5,Cercanía,Si,No
Femenino,20,Rural,Publica,41,Arte,99,83,66,6,No,5k-10k,No,Padres,Foraneo,Otros,Casado,Ninguna,Si,8,3,Si,Amigos/Familia,Si,Si,2,Tecnología,5,Vocación,Si,No
Masculino,19,Urbana,Privada,32,Ciencias Naturales,77,69,68,15,Si,5k-10k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,No,5,3,Si,Demanda Laboral,No,Si,2,Deportes,2,Influencia Familiar,No,No
Femenino,21,Rural,Publica,18,Arte,95,87,55,15,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,No,6,2,No,Prestigio,Si,Si,2,Lectura,5,Renta Económica,No,No
Masculino,20,Urbana,Privada,22,Arte,89,47,71,7,Si,5k-10k,No,Beca,Foraneo,Familia,Soltero,Ninguna,No,4,1,Si,Sueldo,No,No,3,Lectura,10,Prestigio,Si,No
Femenino,20,Rural,Privada,12,Humanidades,84,85,77,14,No,5k-10k,Si,Otro,Foraneo,Familia,Soltero,Cognitiva,Si,5,1,Si,Prestigio,No,No,5,Deportes,6,Influencia Familiar,No,No
Masculino,22,Rural,Privada,35,Arte,90,82,67,18,No,>20k,Si,Beca,Local,Otros,Divorciado,Ninguna,No,6,2,No,Gusto Personal,Si,Si,2,Deportes,3,Cercanía,No,No
Masculino,20,Urbana,Privada,40,Ciencias Sociales,74,69,72,15,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Ninguna,No,7,2,Si,Amigos/Familia,Si,Si,4,Arte,4,Vocación,Si,No
Femenino,20,Rural,Publica,8,Arte,63,75,70,25,Si,<5k,No,Padres,Local,Solo,Soltero,Ninguna,Si,6,2,No,Amigos/Familia,No,Si,2,Viajar,5,Renta Económica,Si,No
Femenino,23,Urbana,Publica,29,Ingenieria,95,83,75,16,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,1,Si,Gusto Personal,No,No,3,Viajar,4,Prestigio,No,Si
Masculino,18,Urbana,Privada,34,Humanidades,93,71,68,20,Si,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Visual,Si,7,2,No,Amigos/Familia,Si,No,4,Tecnología,6,Renta Económica,Si,No
Masculino,22,Urbana,Privada,31,Humanidades,82,84,61,14,Si,<5k,No,Beca,Foraneo,Solo,Soltero,Ninguna,Si,7,3,Si,Gusto Personal,Si,Si,4,Lectura,3,Cercanía,No,Si
Femenino,19,Urbana,Privada,20,Arte,80,58,64,22,Si,<5k,Si,Padres,Local,Solo,Soltero,Ninguna,Si,6,4,Si,Amigos/Familia,Si,Si,2,Viajar,6,Influencia Familiar,Si,No
Masculino,22,Rural,Privada,42,Ciencias Naturales,79,95,79,20,No,5k-10k,No,Otro,Local,Familia,Soltero,Ninguna,No,8,3,Si,Demanda Laboral,Si,No,5,Tecnología,5,Prestigio,No,Si
Masculino,22,Urbana,Privada,33,Ciencias Naturales,70,77,76,17,No,10k-20k,Si,Padres,Local,Solo,Casado,Ninguna,No,5,4,Si,Gusto Personal,Si,Si,4,Lectura,2,Renta Económica,Si,No
Femenino,23,Rural,Privada,38,Ciencias Naturales,89,65,84,10,No,>20k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,Si,6,2,No,Gusto Personal,Si,No,4,Arte,7,Vocación,No,No
Femenino,23,Rural,Publica,40,Ingenieria,94,76,40,22,Si,10k-20k,No,Otro,Local,Solo,Soltero,Ninguna,Si,6,1,No,Amigos/Familia,No,No,4,Tecnología,5,Prestigio,Si,No
Femenino,21,Urbana,Privada,9,Humanidades,74,75,71,12,Si,<5k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,5,2,No,Demanda Laboral,No,Si,3,Lectura,6,Prestigio,Si,No
Femenino,23,Rural,Publica,50,Humanidades,87,86,84,19,Si,5k-10k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,8,3,No,Amigos/Familia,Si,Si,1,Arte,5,Cercanía,No,Si
Masculino,22,Urbana,Privada,57,Ingenieria,100,96,74,24,No,5k-10k,Si,Beca,Local,Amigos,Casado,Ninguna,Si,5,3,No,Gusto Personal,Si,Si,4,Tecnología,7,Influencia Familiar,Si,No
Masculino,20,Urbana,Publica,27,Ingenieria,80,86,70,21,Si,>20k,Si,Beca,Foraneo,Otros,Soltero,Auditiva,No,7,3,No,Amigos/Familia,Si,No,4,Viajar,3,Influencia Familiar,Si,No
Masculino,20,Rural,Privada,32,Arte,71,65,72,21,No,10k-20k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,7,2,No,Prestigio,Si,No,3,Tecnología,5,Vocación,No,No
Masculino,23,Urbana,Privada,28,Ingenieria,68,64,53,15,No,5k-10k,Si,Otro,Local,Solo,Soltero,Ninguna,No,9,3,Si,Gusto Personal,No,Si,3,Lectura,10,Cercanía,No,Si
Masculino,20,Urbana,Privada,19,Humanidades,83,63,76,10,Si,>20k,No,Beca,Local,Amigos,Soltero,Ninguna,No,6,3,Si,Gusto Personal,No,No,4,Arte,3,Vocación,Si,No
Femenino,18,Rural,Publica,35,Ingenieria,76,86,63,17,No,5k-10k,No,Beca,Foraneo,Otros,Soltero,Ninguna,No,5,3,No,Amigos/Familia,No,Si,5,Arte,4,Cercanía,Si,Si
Femenino,23,Rural,Privada,51,Ciencias Sociales,83,49,65,17,Si,<5k,Si,Otro,Foraneo,Otros,Soltero,Ninguna,No,5,0,No,Prestigio,Si,No,4,Lectura,3,Vocación,Si,Si
Masculino,21,Urbana,Publica,33,Ciencias Naturales,80,65,70,17,No,<5k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,No,3,2,No,Demanda Laboral,Si,Si,2,Tecnología,2,Cercanía,No,No
Masculino,21,Urbana,Privada,45,Arte,65,74,84,22,No,<5k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,6,1,No,Sueldo,No,Si,3,Tecnología,7,Renta Económica,No,No
Femenino,19,Rural,Privada,34,Arte,67,94,84,14,Si,>20k,No,Padres,Local,Amigos,Soltero,Ninguna,Si,7,2,No,Sueldo,Si,Si,2,Arte,6,Renta Económica,No,No
Masculino,19,Rural,Publica,33,Ingenieria,89,82,70,13,No,<5k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,9,2,Si,Sueldo,No,No,3,Lectura,6,Influencia Familiar,Si,No
Femenino,21,Urbana,Publica,30,Humanidades,85,79,72,13,Si,5k-10k,Si,Otro,Foraneo,Amigos,Soltero,Ninguna,Si,7,2,No,Gusto Personal,No,No,4,Tecnología,8,Renta Económica,No,No
Femenino,21,Rural,Publica,25,Ciencias Sociales,63,61,99,17,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,8,2,No,Prestigio,Si,No,4,Tecnología,3,Renta Económica,Si,No
Femenino,20,Urbana,Privada,44,Ciencias Sociales,91,69,48,17,No,<5k,Si,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,No,5,3,Si,Amigos/Familia,Si,Si,1,Deportes,7,Influencia Familiar,Si,No
Femenino,22,Urbana,Privada,33,Arte,71,92,67,14,Si,5k-10k,Si,Padres,Local,Solo,Soltero,Ninguna,No,8,1,No,Amigos/Familia,Si,Si,4,Deportes,4,Renta Económica,No,Si
Masculino,23,Urbana,Privada,24,Arte,72,73,69,13,Si,<5k,Si,Trabajo Propio,Foraneo,Solo,Soltero,Ninguna,Si,5,2,No,Gusto Personal,Si,No,4,Viajar,4,Influencia Familiar,No,Si
Femenino,21,Urbana,Publica,39,Arte,67,79,55,13,Si,5k-10k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,5,4,No,Demanda Laboral,Si,No,3,Deportes,5,Vocación,No,No
Masculino,19,Rural,Publica,35,Arte,92,72,73,11,No,>20k,No,Padres,Foraneo,Amigos,Soltero,Ninguna,No,7,1,Si,Gusto Personal,Si,Si,4,Arte,6,Renta Económica,Si,No
Femenino,19,Urbana,Publica,32,Ciencias Naturales,79,77,71,15,No,<5k,No,Padres,Foraneo,Amigos,Casado,Visual,No,4,3,Si,Gusto Personal,No,No,3,Viajar,7,Vocación,No,No
Femenino,21,Urbana,Privada,33,Arte,79,87,62,11,No,<5k,No,Padres,Local,Familia,Soltero,Auditiva,Si,6,2,No,Amigos/Familia,No,No,4,Lectura,3,Influencia Familiar,No,No
Femenino,21,Rural,Publica,49,Ingenieria,79,81,63,12,Si,>20k,No,Beca,Local,Otros,Soltero,Ninguna,Si,7,3,Si,Demanda Laboral,Si,No,3,Arte,8,Influencia Familiar,No,Si
Femenino,20,Urbana,Publica,41,Humanidades,64,70,68,9,Si,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,3,No,Prestigio,No,No,2,Arte,6,Influencia Familiar,No,No
Femenino,19,Urbana,Publica,42,Ciencias Sociales,69,51,60,22,No,5k-10k,Si,Beca,Local,Solo,Soltero,Ninguna,Si,5,2,No,Demanda Laboral,No,No,5,Viajar,5,Cercanía,No,No
Masculino,21,Rural,Publica,26,Humanidades,67,73,74,23,Si,<5k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,6,2,No,Gusto Personal,Si,Si,5,Viajar,6,Vocación,No,No
Masculino,20,Rural,Publica,46,Ciencias Sociales,83,91,72,11,No,5k-10k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,5,3,Si,Gusto Personal,Si,Si,3,Viajar,3,Prestigio,Si,No
Femenino,24,Rural,Publica,41,Ciencias Sociales,92,68,84,20,No,<5k,Si,Otro,Local,Solo,Soltero,Ninguna,No,9,3,No,Amigos/Familia,Si,No,3,Tecnología,5,Influencia Familiar,Si,Si
Femenino,19,Rural,Privada,32,Ciencias Naturales,76,79,83,15,Si,5k-10k,No,Trabajo Propio,Foraneo,Familia,Soltero,Ninguna,Si,2,1,Si,Gusto Personal,Si,Si,4,Arte,1,Cercanía,No,Si
Femenino,20,Rural,Privada,19,Humanidades,92,71,60,15,Si,<5k,No,Trabajo Propio,Local,Amigos,Casado,Ninguna,No,7,4,No,Gusto Personal,No,No,4,Deportes,3,Prestigio,No,No
Femenino,20,Rural,Privada,35,Arte,75,77,69,18,No,5k-10k,No,Beca,Local,Familia,Soltero,Ninguna,No,5,1,No,Demanda Laboral,Si,No,5,Viajar,3,Vocación,Si,No
Masculino,20,Urbana,Privada,27,Ciencias Sociales,55,83,64,9,Si,5k-10k,No,Otro,Local,Solo,Soltero,Ninguna,Si,6,3,Si,Prestigio,No,No,2,Viajar,7,Renta Económica,Si,No
Masculino,19,Rural,Publica,24,Arte,71,77,68,9,No,5k-10k,Si,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,No,7,4,Si,Amigos/Familia,No,No,3,Viajar,2,Cercanía,No,Si
Femenino,18,Urbana,Privada,26,Humanidades,71,91,86,20,Si,5k-10k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,7,3,Si,Prestigio,Si,Si,4,Arte,5,Influencia Familiar,Si,No
Masculino,23,Urbana,Privada,49,Ingenieria,62,76,74,16,Si,10k-20k,No,Otro,Local,Familia,Casado,Ninguna,No,7,2,Si,Amigos/Familia,No,Si,3,Deportes,5,Prestigio,Si,No
Masculino,24,Urbana,Privada,41,Ciencias Naturales,73,78,80,14,No,5k-10k,No,Beca,Local,Solo,Soltero,Ninguna,No,6,1,Si,Amigos/Familia,No,No,4,Deportes,7,Prestigio,Si,No
Masculino,20,Rural,Publica,25,Ciencias Naturales,84,64,71,13,No,5k-10k,No,Otro,Local,Familia,Casado,Ninguna,Si,6,1,No,Demanda Laboral,Si,Si,2,Arte,5,Renta Económica,No,Si
Femenino,21,Rural,Publica,32,Ciencias Sociales,76,69,65,15,Si,5k-10k,No,Otro,Local,Otros,Soltero,Cognitiva,No,5,3,Si,Amigos/Familia,Si,Si,1,Viajar,8,Prestigio,No,No
Femenino,20,Urbana,Privada,37,Ciencias Naturales,79,73,83,17,No,5k-10k,Si,Beca,Foraneo,Amigos,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,No,Si,3,Viajar,3,Prestigio,Si,No
Masculino,19,Urbana,Publica,37,Ciencias Sociales,83,83,64,18,Si,>20k,No,Beca,Foraneo,Amigos,Soltero,Ninguna,Si,3,3,No,Demanda Laboral,No,Si,4,Arte,4,Prestigio,No,Si
Masculino,22,Urbana,Privada,23,Ciencias Sociales,71,81,68,16,No,5k-10k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,4,1,Si,Prestigio,No,No,2,Arte,2,Influencia Familiar,No,Si
Femenino,24,Urbana,Privada,27,Ingenieria,70,78,87,16,Si,>20k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,4,4,Si,Sueldo,Si,Si,3,Arte,4,Prestigio,No,No
Femenino,21,Rural,Privada,24,Ciencias Sociales,100,87,65,20,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,5,3,Si,Demanda Laboral,No,No,3,Tecnología,0,Influencia Familiar,Si,Si
Femenino,22,Rural,Publica,17,Ciencias Sociales,88,77,76,11,Si,10k-20k,No,Padres,Local,Amigos,Soltero,Ninguna,No,5,2,Si,Sueldo,No,No,3,Tecnología,8,Vocación,Si,No
Femenino,21,Urbana,Privada,38,Arte,97,78,78,26,Si,5k-10k,Si,Beca,Foraneo,Solo,Soltero,Ninguna,Si,5,1,Si,Gusto Personal,No,No,1,Arte,1,Prestigio,No,Si
Femenino,20,Rural,Publica,19,Ingenieria,77,87,67,20,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,5,2,No,Prestigio,Si,No,3,Lectura,6,Prestigio,Si,No
Femenino,18,Urbana,Privada,35,Humanidades,87,87,68,21,No,5k-10k,No,Otro,Foraneo,Otros,Soltero,Motriz,Si,5,4,Si,Demanda Laboral,No,Si,4,Arte,7,Vocación,No,No
Femenino,21,Urbana,Publica,17,Ingenieria,80,90,57,23,No,<5k,No,Padres,Foraneo,Familia,Soltero,Ninguna,Si,8,1,No,Gusto Personal,No,Si,2,Arte,6,Vocación,Si,No
Masculino,22,Urbana,Publica,42,Ciencias Sociales,84,71,84,6,No,10k-20k,No,Otro,Local,Solo,Soltero,Auditiva,No,8,1,Si,Amigos/Familia,Si,Si,3,Lectura,6,Renta Económica,No,No
Femenino,23,Urbana,Privada,36,Ciencias Sociales,70,72,73,12,No,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,Si,4,3,No,Gusto Personal,No,Si,4,Lectura,3,Renta Económica,No,No
Masculino,19,Rural,Publica,41,Arte,79,70,64,16,No,5k-10k,Si,Padres,Foraneo,Solo,Soltero,Ninguna,No,6,3,Si,Sueldo,No,Si,3,Deportes,5,Influencia Familiar,No,No
Masculino,21,Rural,Privada,20,Arte,79,76,77,15,No,10k-20k,No,Beca,Local,Solo,Casado,Ninguna,No,3,2,No,Demanda Laboral,No,Si,2,Lectura,7,Cercanía,Si,No
Femenino,19,Urbana,Privada,29,Arte,77,84,63,21,No,10k-20k,No,Trabajo Propio,Foraneo,Amigos,Soltero,Ninguna,Si,5,1,No,Sueldo,No,Si,4,Tecnología,4,Prestigio,Si,No
Femenino,21,Urbana,Privada,36,Humanidades,89,57,69,12,No,10k-20k,Si,Padres,Local,Familia,Soltero,Ninguna,Si,7,2,No,Demanda Laboral,No,No,5,Tecnología,4,Prestigio,No,No
Masculino,22,Urbana,Privada,26,Arte,99,93,87,13,Si,<5k,Si,Padres,Local,Otros,Soltero,Ninguna,No,6,2,Si,Amigos/Familia,Si,No,4,Arte,3,Cercanía,Si,No
Masculino,20,Urbana,Privada,28,Ciencias Naturales,78,77,80,13,No,5k-10k,No,Otro,Foraneo,Familia,Divorciado,Ninguna,Si,6,2,No,Amigos/Familia,Si,No,2,Lectura,5,Vocación,Si,Si
Masculino,20,Urbana,Publica,28,Ciencias Naturales,81,63,86,16,Si,5k-10k,Si,Beca,Local,Otros,Casado,Visual,Si,5,4,No,Amigos/Familia,No,No,2,Deportes,7,Prestigio,No,No
Femenino,25,Urbana,Publica,37,Arte,97,83,71,23,No,5k-10k,No,Padres,Foraneo,Solo,Divorciado,Ninguna,No,6,4,Si,Gusto Personal,Si,No,2,Arte,4,Renta Económica,No,No
Femenino,20,Urbana,Privada,35,Ingenieria,84,77,64,19,No,5k-10k,Si,Padres,Foraneo,Otros,Casado,Ninguna,Si,5,3,Si,Gusto Personal,Si,No,5,Arte,3,Cercanía,Si,No
Femenino,20,Urbana,Publica,32,Arte,59,84,76,22,No,<5k,No,Beca,Foraneo,Otros,Soltero,Ninguna,Si,7,2,Si,Demanda Laboral,No,Si,4,Deportes,6,Prestigio,No,Si
Femenino,18,Urbana,Privada,35,Ciencias Naturales,78,79,62,12,No,<5k,No,Trabajo Propio,Local,Otros,Soltero,Ninguna,No,5,1,No,Prestigio,No,Si,4,Tecnología,5,Prestigio,Si,No
Masculino,21,Urbana,Publica,51,Ingenieria,70,87,71,9,Si,>20k,Si,Trabajo Propio,Local,Solo,Soltero,Ninguna,Si,5,4,No,Demanda Laboral,No,Si,4,Tecnología,4,Renta Económica,No,Si
Femenino,20,Urbana,Privada,34,Humanidades,84,79,89,10,No,5k-10k,Si,Otro,Local,Amigos,Soltero,Ninguna,Si,6,4,Si,Gusto Personal,No,No,4,Deportes,7,Influencia Familiar,Si,Si
Masculino,19,Urbana,Publica,40,Humanidades,75,66,77,11,No,5k-10k,Si,Otro,Local,Otros,Soltero,Ninguna,No,7,3,Si,Prestigio,No,Si,2,Viajar,5,Vocación,No,No
Femenino,22,Urbana,Privada,21,Ciencias Sociales,75,70,77,18,No,5k-10k,No,Otro,Foraneo,Amigos,Casado,Ninguna,Si,5,1,Si,Sueldo,Si,Si,4,Deportes,2,Cercanía,No,No
Masculino,23,Urbana,Publica,24,Humanidades,86,78,75,9,Si,<5k,Si,Trabajo Propio,Local,Familia,Soltero,Cognitiva,No,7,2,No,Prestigio,No,No,3,Deportes,4,Vocación,No,No
Masculino,18,Rural,Privada,12,Arte,84,73,69,23,No,5k-10k,No,Otro,Local,Otros,Soltero,Ninguna,No,5,3,Si,Prestigio,No,Si,3,Tecnología,5,Vocación,No,Si
Femenino,21,Urbana,Privada,34,Humanidades,73,81,67,13,No,>20k,No,Padres,Foraneo,Familia,Soltero,Ninguna,No,5,2,No,Amigos/Familia,Si,Si,4,Arte,4,Cercanía,Si,Si
Masculino,20,Urbana,Privada,33,Arte,87,75,60,14,Si,5k-10k,Si,Trabajo Propio,Foraneo,Familia,Casado,Ninguna,No,4,2,Si,Demanda Laboral,Si,No,1,Viajar,4,Vocación,Si,No
Masculino,23,Urbana,Publica,35,Humanidades,79,78,65,25,No,5k-10k,No,Trabajo Propio,Local,Amigos,Soltero,Ninguna,No,5,3,Si,Prestigio,No,Si,2,Tecnología,3,Influencia Familiar,No,No
Femenino,18,Rural,Privada,32,Arte,91,84,76,13,No,5k-10k,No,Trabajo Propio,Foraneo,Otros,Soltero,Ninguna,Si,6,2,Si,Amigos/Familia,Si,Si,4,Viajar,1,Renta Económica,No,Si
Femenino,21,Urbana,Privada,23,Ingenieria,71,76,59,17,Si,<5k,Si,Padres,Foraneo,Otros,Soltero,Ninguna,Si,7,3,No,Amigos/Familia,No,Si,2,Arte,2,Influencia Familiar,No,No
Femenino,20,Urbana,Privada,28,Ingenieria,69,73,65,20,No,5k-10k,No,Otro,Foraneo,Familia,Soltero,Ninguna,No,7,2,No,Gusto Personal,No,No,1,Arte,7,Influencia Familiar,No,No
Masculino,24,Urbana,Publica,19,Ciencias Sociales,65,73,60,16,Si,<5k,Si,Otro,Local,Otros,Soltero,Ninguna,Si,8,1,Si,Prestigio,Si,Si,2,Lectura,7,Prestigio,Si,Si
Femenino,19,Rural,Publica,10,Humanidades,92,74,63,14,Si,<5k,No,Otro,Foraneo,Amigos,Soltero,Ninguna,No,7,0,Si,Gusto Personal,No,Si,4,Viajar,11,Cercanía,Si,No
Masculino,21,Rural,Publica,37,Humanidades,80,70,58,13,Si,10k-20k,Si,Beca,Local,Amigos,Soltero,Ninguna,No,6,2,Si,Demanda Laboral,Si,Si,5,Viajar,6,Renta Económica,No,Si
Masculino,20,Urbana,Publica,40,Humanidades,87,67,81,10,Si,<5k,Si,Padres,Foraneo,Familia,Soltero,Ninguna,No,8,2,No,Prestigio,Si,Si,5,Tecnología,4,Cercanía,No,No
